2026-08-17 15:05:00.235 INFO  [main][][userId=] com.recruit.smartrecruit.SmartRecruitApplication - Starting SmartRecruitApplication using Java 17.0.12 with PID 39436 (D:\project\smart-recruit\target\classes started by 李 in D:\project\smart-recruit)
2026-08-17 15:05:00.242 INFO  [main][][userId=] com.recruit.smartrecruit.SmartRecruitApplication - No active profile set, falling back to 1 default profile: "default"
2026-08-17 15:05:01.554 INFO  [main][][userId=] o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-08-17 15:05:01.562 INFO  [main][][userId=] o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-08-17 15:05:01.599 INFO  [main][][userId=] o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 0 Redis repository interfaces.
2026-08-17 15:05:02.623 INFO  [main][][userId=] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2026-08-17 15:05:02.635 INFO  [main][][userId=] org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-08-17 15:05:02.636 INFO  [main][][userId=] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.55]
2026-08-17 15:05:02.700 INFO  [main][][userId=] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-08-17 15:05:02.700 INFO  [main][][userId=] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2401 ms
2026-08-17 15:05:05.119 INFO  [main][][userId=] o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2026-08-17 15:05:05.139 INFO  [main][][userId=] com.recruit.smartrecruit.SmartRecruitApplication - Started SmartRecruitApplication in 5.472 seconds (process running for 5.958)
2026-08-17 15:05:08.736 INFO  [http-nio-8081-exec-2][][userId=] o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-08-17 15:05:08.737 INFO  [http-nio-8081-exec-2][][userId=] org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-08-17 15:05:08.737 INFO  [http-nio-8081-exec-2][][userId=] org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-08-17 15:05:08.741 INFO  [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] c.recruit.smartrecruit.filter.RequestTraceFilter - 请求开始 method=POST uri=/user/login
2026-08-17 15:05:08.889 INFO  [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-17 15:05:09.047 INFO  [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7e9bd74b
2026-08-17 15:05:09.048 INFO  [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-17 15:05:09.054 DEBUG [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] c.r.smartrecruit.mapper.UserMapper.findByUsername - ==>  Preparing: SELECT * FROM sys_user WHERE username = ?
2026-08-17 15:05:09.076 DEBUG [http-nio-8081-exec-2][dce9f127cc8b496f876c00abef1280f4][userId=] c.r.smartrecruit.mapper.UserMapper.findByUsername - ==> Parameters: company2(String)
